case:concept:name,concept:name,Resource,time:timestamp,Variant,Variant index,Variant.1,seriousness,customer,product,responsible_section,seriousness_2,service_level,service_type,support_section,workgroup
Case 342,Take in charge ticket,Value 6,2010/06/01 16:10:52.000,Variant 69,69,Variant 69,Value 1,Value 148,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 342,Resolve ticket,Value 6,2010/06/01 16:14:57.000,Variant 69,69,Variant 69,Value 1,Value 148,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 351,Assign seriousness,Value 2,2010/03/29 10:12:13.000,Variant 1,1,Variant 1,Value 1,Value 108,Value 3,Value 2,Value 2,Value 2,Value 1,Value 3,Value 3
Case 351,Take in charge ticket,Value 2,2010/04/01 14:17:35.000,Variant 1,1,Variant 1,Value 1,Value 108,Value 3,Value 2,Value 2,Value 2,Value 1,Value 3,Value 3
Case 351,Resolve ticket,Value 2,2010/04/01 14:17:42.000,Variant 1,1,Variant 1,Value 1,Value 108,Value 3,Value 2,Value 2,Value 2,Value 1,Value 3,Value 3
Case 360,Assign seriousness,Value 2,2010/02/09 16:17:06.000,Variant 1,1,Variant 1,Value 1,Value 16,Value 3,Value 6,Value 2,Value 2,Value 1,Value 5,Value 1
Case 360,Take in charge ticket,Value 2,2010/02/23 16:40:34.000,Variant 1,1,Variant 1,Value 1,Value 16,Value 3,Value 6,Value 2,Value 2,Value 1,Value 5,Value 1
Case 360,Resolve ticket,Value 2,2010/03/16 09:05:38.000,Variant 1,1,Variant 1,Value 1,Value 16,Value 3,Value 6,Value 2,Value 2,Value 1,Value 5,Value 1
Case 363,Assign seriousness,Value 2,2010/04/09 07:36:35.000,Variant 4,4,Variant 4,Value 1,Value 34,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 1
Case 363,Assign seriousness,Value 2,2010/04/13 15:40:30.000,Variant 4,4,Variant 4,Value 1,Value 34,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 1
Case 363,Take in charge ticket,Value 15,2010/04/14 09:22:18.000,Variant 4,4,Variant 4,Value 1,Value 34,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 1
Case 363,Resolve ticket,Value 15,2010/04/14 09:22:26.000,Variant 4,4,Variant 4,Value 1,Value 34,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 1
Case 376,Assign seriousness,Value 2,2010/05/04 10:50:27.000,Variant 3,3,Variant 3,Value 1,Value 100,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 3
Case 376,Take in charge ticket,Value 16,2010/05/05 10:35:13.000,Variant 3,3,Variant 3,Value 1,Value 100,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 3
Case 376,Wait,Value 16,2010/05/05 10:35:24.000,Variant 3,3,Variant 3,Value 1,Value 100,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 3
Case 376,Take in charge ticket,Value 16,2010/05/17 08:11:07.000,Variant 3,3,Variant 3,Value 1,Value 100,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 3
Case 376,Resolve ticket,Value 16,2010/05/17 08:11:14.000,Variant 3,3,Variant 3,Value 1,Value 100,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 3
Case 379,Assign seriousness,Value 19,2010/07/12 15:42:43.000,Variant 1,1,Variant 1,Value 1,Value 18,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 379,Take in charge ticket,Value 2,2010/07/26 12:44:10.000,Variant 1,1,Variant 1,Value 1,Value 18,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 379,Resolve ticket,Value 2,2010/07/26 12:44:37.000,Variant 1,1,Variant 1,Value 1,Value 18,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 388,Assign seriousness,Value 19,2010/07/09 14:26:02.000,Variant 24,24,Variant 24,Value 1,Value 135,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 388,Wait,Value 19,2010/07/14 08:52:39.000,Variant 24,24,Variant 24,Value 1,Value 135,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 388,Take in charge ticket,Value 19,2010/07/27 07:03:48.000,Variant 24,24,Variant 24,Value 1,Value 135,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 388,Resolve ticket,Value 19,2010/07/27 07:03:55.000,Variant 24,24,Variant 24,Value 1,Value 135,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 390,Assign seriousness,Value 2,2010/01/18 09:30:02.000,Variant 1,1,Variant 1,Value 1,Value 103,Value 3,Value 2,Value 2,Value 2,Value 1,Value 3,Value 1
Case 390,Take in charge ticket,Value 2,2010/01/18 09:30:24.000,Variant 1,1,Variant 1,Value 1,Value 103,Value 3,Value 2,Value 2,Value 2,Value 1,Value 3,Value 1
Case 390,Resolve ticket,Value 2,2010/01/18 09:32:21.000,Variant 1,1,Variant 1,Value 1,Value 103,Value 3,Value 2,Value 2,Value 2,Value 1,Value 3,Value 1
Case 401,Assign seriousness,Value 2,2010/03/22 16:51:36.000,Variant 1,1,Variant 1,Value 1,Value 152,Value 3,Value 2,Value 1,Value 2,Value 1,Value 3,Value 1
Case 401,Take in charge ticket,Value 2,2010/04/29 13:01:59.000,Variant 1,1,Variant 1,Value 1,Value 152,Value 3,Value 2,Value 1,Value 2,Value 1,Value 3,Value 1
Case 401,Resolve ticket,Value 2,2010/04/29 13:02:06.000,Variant 1,1,Variant 1,Value 1,Value 152,Value 3,Value 2,Value 1,Value 2,Value 1,Value 3,Value 1
Case 404,Assign seriousness,Value 2,2010/01/19 17:01:04.000,Variant 1,1,Variant 1,Value 1,Value 162,Value 3,Value 4,Value 2,Value 3,Value 1,Value 3,Value 3
Case 404,Take in charge ticket,Value 2,2010/02/11 14:30:44.000,Variant 1,1,Variant 1,Value 1,Value 162,Value 3,Value 4,Value 2,Value 3,Value 1,Value 3,Value 3
Case 404,Resolve ticket,Value 2,2010/02/11 14:30:56.000,Variant 1,1,Variant 1,Value 1,Value 162,Value 3,Value 4,Value 2,Value 3,Value 1,Value 3,Value 3
Case 406,Assign seriousness,Value 2,2010/01/13 17:25:25.000,Variant 4,4,Variant 4,Value 1,Value 143,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 1
Case 406,Assign seriousness,Value 2,2010/01/13 17:25:38.000,Variant 4,4,Variant 4,Value 1,Value 143,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 1
Case 406,Take in charge ticket,Value 2,2010/01/14 11:42:31.000,Variant 4,4,Variant 4,Value 1,Value 143,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 1
Case 406,Resolve ticket,Value 2,2010/01/14 11:42:37.000,Variant 4,4,Variant 4,Value 1,Value 143,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 1
Case 416,Assign seriousness,Value 19,2010/07/09 07:52:27.000,Variant 1,1,Variant 1,Value 1,Value 163,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 419,Assign seriousness,Value 9,2010/07/02 10:37:18.000,Variant 3,3,Variant 3,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 419,Take in charge ticket,Value 2,2010/07/02 13:38:42.000,Variant 3,3,Variant 3,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 419,Wait,Value 2,2010/07/02 13:39:52.000,Variant 3,3,Variant 3,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 419,Take in charge ticket,Value 2,2010/07/13 15:01:23.000,Variant 3,3,Variant 3,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 419,Resolve ticket,Value 2,2010/07/13 15:01:37.000,Variant 3,3,Variant 3,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 430,Assign seriousness,Value 2,2010/02/16 11:00:09.000,Variant 1,1,Variant 1,Value 1,Value 165,Value 3,Value 2,Value 1,Value 2,Value 1,Value 2,Value 1
Case 430,Take in charge ticket,Value 2,2010/02/16 11:00:17.000,Variant 1,1,Variant 1,Value 1,Value 165,Value 3,Value 2,Value 1,Value 2,Value 1,Value 2,Value 1
Case 430,Resolve ticket,Value 2,2010/02/16 11:00:27.000,Variant 1,1,Variant 1,Value 1,Value 165,Value 3,Value 2,Value 1,Value 2,Value 1,Value 2,Value 1
Case 455,Assign seriousness,Value 19,2010/07/01 08:33:32.000,Variant 3,3,Variant 3,Value 1,Value 170,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 455,Take in charge ticket,Value 2,2010/07/12 09:25:59.000,Variant 3,3,Variant 3,Value 1,Value 170,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 455,Wait,Value 2,2010/07/14 14:04:12.000,Variant 3,3,Variant 3,Value 1,Value 170,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 455,Take in charge ticket,Value 2,2010/07/21 08:23:02.000,Variant 3,3,Variant 3,Value 1,Value 170,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 455,Resolve ticket,Value 2,2010/07/21 08:23:11.000,Variant 3,3,Variant 3,Value 1,Value 170,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 469,Assign seriousness,Value 16,2010/05/03 11:18:49.000,Variant 3,3,Variant 3,Value 1,Value 100,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
Case 469,Take in charge ticket,Value 16,2010/05/03 11:20:03.000,Variant 3,3,Variant 3,Value 1,Value 100,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
Case 469,Wait,Value 16,2010/05/03 11:29:31.000,Variant 3,3,Variant 3,Value 1,Value 100,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
Case 469,Take in charge ticket,Value 16,2010/05/03 12:15:04.000,Variant 3,3,Variant 3,Value 1,Value 100,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
Case 469,Resolve ticket,Value 16,2010/05/03 12:15:12.000,Variant 3,3,Variant 3,Value 1,Value 100,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
Case 547,Assign seriousness,Value 19,2010/06/30 13:04:35.000,Variant 34,34,Variant 34,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 3,Value 1,Value 1
Case 547,Wait,Value 19,2010/06/30 13:19:19.000,Variant 34,34,Variant 34,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 3,Value 1,Value 1
Case 547,Take in charge ticket,Value 19,2010/07/14 07:27:24.000,Variant 34,34,Variant 34,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 3,Value 1,Value 1
Case 547,Wait,Value 19,2010/07/14 08:07:06.000,Variant 34,34,Variant 34,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 3,Value 1,Value 1
Case 560,Assign seriousness,Value 2,2010/04/28 15:50:51.000,Variant 1,1,Variant 1,Value 1,Value 127,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 3
Case 560,Take in charge ticket,Value 10,2010/05/06 07:29:22.000,Variant 1,1,Variant 1,Value 1,Value 127,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 3
Case 560,Resolve ticket,Value 10,2010/05/20 07:50:14.000,Variant 1,1,Variant 1,Value 1,Value 127,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 3
Case 572,Assign seriousness,Value 2,2010/05/28 11:02:07.000,Variant 106,106,Variant 106,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 3
Case 572,Wait,Value 16,2010/05/28 14:24:24.000,Variant 106,106,Variant 106,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 3
Case 572,Take in charge ticket,Value 16,2010/05/28 14:57:02.000,Variant 106,106,Variant 106,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 3
Case 572,Resolve ticket,Value 16,2010/05/28 14:57:12.000,Variant 106,106,Variant 106,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 3
Case 572,Take in charge ticket,Value 16,2010/05/28 15:37:43.000,Variant 106,106,Variant 106,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 3
Case 572,Wait,Value 16,2010/05/28 16:21:51.000,Variant 106,106,Variant 106,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 3
Case 572,Take in charge ticket,Value 16,2010/05/31 08:56:23.000,Variant 106,106,Variant 106,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 3
Case 572,Resolve ticket,Value 16,2010/05/31 08:57:56.000,Variant 106,106,Variant 106,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 3
Case 587,Assign seriousness,Value 2,2010/04/01 09:36:02.000,Variant 3,3,Variant 3,Value 1,Value 145,Value 3,Value 4,Value 1,Value 3,Value 1,Value 3,Value 3
Case 587,Take in charge ticket,Value 2,2010/04/29 08:55:35.000,Variant 3,3,Variant 3,Value 1,Value 145,Value 3,Value 4,Value 1,Value 3,Value 1,Value 3,Value 3
Case 587,Wait,Value 2,2010/04/29 09:38:26.000,Variant 3,3,Variant 3,Value 1,Value 145,Value 3,Value 4,Value 1,Value 3,Value 1,Value 3,Value 3
Case 587,Take in charge ticket,Value 2,2010/04/29 13:39:58.000,Variant 3,3,Variant 3,Value 1,Value 145,Value 3,Value 4,Value 1,Value 3,Value 1,Value 3,Value 3
Case 587,Resolve ticket,Value 2,2010/04/29 14:26:41.000,Variant 3,3,Variant 3,Value 1,Value 145,Value 3,Value 4,Value 1,Value 3,Value 1,Value 3,Value 3
Case 588,Assign seriousness,Value 2,2010/02/02 09:52:38.000,Variant 1,1,Variant 1,Value 1,Value 76,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 3
Case 588,Take in charge ticket,Value 2,2010/02/17 16:24:59.000,Variant 1,1,Variant 1,Value 1,Value 76,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 3
Case 588,Resolve ticket,Value 2,2010/02/19 08:23:45.000,Variant 1,1,Variant 1,Value 1,Value 76,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 3
Case 591,Insert ticket,Value 15,2010/05/05 12:56:02.000,Variant 7,7,Variant 7,Value 1,Value 18,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 591,Assign seriousness,Value 15,2010/05/05 14:39:36.000,Variant 7,7,Variant 7,Value 1,Value 18,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 591,Take in charge ticket,Value 2,2010/05/11 07:52:31.000,Variant 7,7,Variant 7,Value 1,Value 18,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 591,Resolve ticket,Value 2,2010/05/12 14:39:13.000,Variant 7,7,Variant 7,Value 1,Value 18,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 599,Insert ticket,Value 15,2010/03/04 16:49:18.000,Variant 7,7,Variant 7,Value 1,Value 22,Value 3,Value 3,Value 1,Value 2,Value 1,Value 6,Value 1
Case 599,Assign seriousness,Value 15,2010/03/08 13:59:35.000,Variant 7,7,Variant 7,Value 1,Value 22,Value 3,Value 3,Value 1,Value 2,Value 1,Value 6,Value 1
Case 599,Take in charge ticket,Value 15,2010/03/08 14:00:06.000,Variant 7,7,Variant 7,Value 1,Value 22,Value 3,Value 3,Value 1,Value 2,Value 1,Value 6,Value 1
Case 599,Resolve ticket,Value 15,2010/03/08 14:00:16.000,Variant 7,7,Variant 7,Value 1,Value 22,Value 3,Value 3,Value 1,Value 2,Value 1,Value 6,Value 1
Case 609,Assign seriousness,Value 2,2010/03/19 15:46:29.000,Variant 4,4,Variant 4,Value 1,Value 202,Value 3,Value 4,Value 2,Value 3,Value 1,Value 3,Value 1
Case 609,Assign seriousness,Value 2,2010/03/19 15:46:50.000,Variant 4,4,Variant 4,Value 1,Value 202,Value 3,Value 4,Value 2,Value 3,Value 1,Value 3,Value 1
Case 609,Take in charge ticket,Value 2,2010/03/19 15:47:09.000,Variant 4,4,Variant 4,Value 1,Value 202,Value 3,Value 4,Value 2,Value 3,Value 1,Value 3,Value 1
Case 609,Resolve ticket,Value 15,2010/04/20 08:27:07.000,Variant 4,4,Variant 4,Value 1,Value 202,Value 3,Value 4,Value 2,Value 3,Value 1,Value 3,Value 1
Case 612,Insert ticket,Value 6,2010/04/28 07:59:40.000,Variant 7,7,Variant 7,Value 1,Value 18,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 612,Assign seriousness,Value 2,2010/04/28 08:04:25.000,Variant 7,7,Variant 7,Value 1,Value 18,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 612,Take in charge ticket,Value 2,2010/04/29 13:32:50.000,Variant 7,7,Variant 7,Value 1,Value 18,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 612,Resolve ticket,Value 2,2010/04/29 13:39:49.000,Variant 7,7,Variant 7,Value 1,Value 18,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 616,Assign seriousness,Value 2,2010/03/24 11:24:08.000,Variant 1,1,Variant 1,Value 1,Value 203,Value 3,Value 5,Value 2,Value 2,Value 1,Value 4,Value 1
Case 616,Take in charge ticket,Value 2,2010/03/24 11:24:16.000,Variant 1,1,Variant 1,Value 1,Value 203,Value 3,Value 5,Value 2,Value 2,Value 1,Value 4,Value 1
Case 616,Resolve ticket,Value 2,2010/04/14 14:51:34.000,Variant 1,1,Variant 1,Value 1,Value 203,Value 3,Value 5,Value 2,Value 2,Value 1,Value 4,Value 1
Case 625,Assign seriousness,Value 2,2010/04/19 15:41:52.000,Variant 1,1,Variant 1,Value 1,Value 87,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 625,Take in charge ticket,Value 12,2010/04/20 07:20:23.000,Variant 1,1,Variant 1,Value 1,Value 87,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 625,Resolve ticket,Value 12,2010/04/22 14:28:57.000,Variant 1,1,Variant 1,Value 1,Value 87,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 632,Assign seriousness,Value 19,2010/07/20 08:40:57.000,Variant 1,1,Variant 1,Value 1,Value 132,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 2
Case 632,Take in charge ticket,Value 6,2010/07/29 15:20:00.000,Variant 1,1,Variant 1,Value 1,Value 132,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 2
Case 632,Resolve ticket,Value 6,2010/07/29 15:27:41.000,Variant 1,1,Variant 1,Value 1,Value 132,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 2
Case 651,Assign seriousness,Value 2,2010/04/08 10:00:27.000,Variant 24,24,Variant 24,Value 1,Value 96,Value 3,Value 6,Value 1,Value 2,Value 1,Value 5,Value 2
Case 651,Wait,Value 12,2010/04/09 15:48:44.000,Variant 24,24,Variant 24,Value 1,Value 96,Value 3,Value 6,Value 1,Value 2,Value 1,Value 5,Value 2
Case 651,Take in charge ticket,Value 2,2010/04/14 09:54:27.000,Variant 24,24,Variant 24,Value 1,Value 96,Value 3,Value 6,Value 1,Value 2,Value 1,Value 5,Value 2
Case 651,Resolve ticket,Value 12,2010/04/21 09:43:37.000,Variant 24,24,Variant 24,Value 1,Value 96,Value 3,Value 6,Value 1,Value 2,Value 1,Value 5,Value 2
Case 663,Assign seriousness,Value 2,2010/04/13 10:17:23.000,Variant 1,1,Variant 1,Value 1,Value 208,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 663,Take in charge ticket,Value 2,2010/04/14 07:25:56.000,Variant 1,1,Variant 1,Value 1,Value 208,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 663,Resolve ticket,Value 2,2010/04/14 08:31:36.000,Variant 1,1,Variant 1,Value 1,Value 208,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 689,Assign seriousness,Value 7,2010/07/21 08:06:02.000,Variant 1,1,Variant 1,Value 1,Value 175,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 689,Take in charge ticket,Value 2,2010/07/26 08:59:00.000,Variant 1,1,Variant 1,Value 1,Value 175,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 689,Resolve ticket,Value 2,2010/07/26 08:59:39.000,Variant 1,1,Variant 1,Value 1,Value 175,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 694,Assign seriousness,Value 2,2010/04/21 14:28:55.000,Variant 1,1,Variant 1,Value 1,Value 86,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 694,Take in charge ticket,Value 2,2010/04/26 08:28:28.000,Variant 1,1,Variant 1,Value 1,Value 86,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 694,Resolve ticket,Value 2,2010/04/26 08:31:36.000,Variant 1,1,Variant 1,Value 1,Value 86,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 702,Assign seriousness,Value 2,2010/05/28 12:43:28.000,Variant 1,1,Variant 1,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
Case 702,Take in charge ticket,Value 2,2010/05/28 12:43:46.000,Variant 1,1,Variant 1,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
Case 702,Resolve ticket,Value 6,2010/05/28 16:35:02.000,Variant 1,1,Variant 1,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
Case 703,Assign seriousness,Value 15,2010/06/08 12:59:46.000,Variant 3,3,Variant 3,Value 1,Value 88,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 703,Take in charge ticket,Value 12,2010/06/10 07:20:57.000,Variant 3,3,Variant 3,Value 1,Value 88,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 703,Wait,Value 12,2010/06/10 07:22:51.000,Variant 3,3,Variant 3,Value 1,Value 88,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 703,Take in charge ticket,Value 12,2010/06/14 13:01:25.000,Variant 3,3,Variant 3,Value 1,Value 88,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 703,Resolve ticket,Value 12,2010/06/14 13:01:35.000,Variant 3,3,Variant 3,Value 1,Value 88,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 707,Assign seriousness,Value 2,2010/02/22 14:02:29.000,Variant 1,1,Variant 1,Value 1,Value 143,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 1
Case 707,Take in charge ticket,Value 2,2010/02/22 14:02:39.000,Variant 1,1,Variant 1,Value 1,Value 143,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 1
Case 707,Resolve ticket,Value 2,2010/03/09 16:17:19.000,Variant 1,1,Variant 1,Value 1,Value 143,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 1
Case 709,Assign seriousness,Value 15,2010/03/15 15:42:39.000,Variant 30,30,Variant 30,Value 1,Value 220,Value 3,Value 2,Value 2,Value 2,Value 1,Value 5,Value 3
Case 709,Assign seriousness,Value 2,2010/03/15 15:50:35.000,Variant 30,30,Variant 30,Value 1,Value 220,Value 3,Value 2,Value 2,Value 2,Value 1,Value 5,Value 3
Case 709,Take in charge ticket,Value 15,2010/03/16 10:53:17.000,Variant 30,30,Variant 30,Value 1,Value 220,Value 3,Value 2,Value 2,Value 2,Value 1,Value 5,Value 3
Case 709,Resolve ticket,Value 15,2010/03/16 10:53:29.000,Variant 30,30,Variant 30,Value 1,Value 220,Value 3,Value 2,Value 2,Value 2,Value 1,Value 5,Value 3
Case 709,Resolve ticket,Value 21,2010/03/24 08:23:18.000,Variant 30,30,Variant 30,Value 1,Value 220,Value 3,Value 2,Value 2,Value 2,Value 1,Value 5,Value 3
Case 710,Assign seriousness,Value 2,2010/04/20 13:31:56.000,Variant 1,1,Variant 1,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 710,Take in charge ticket,Value 2,2010/04/20 14:19:41.000,Variant 1,1,Variant 1,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 710,Resolve ticket,Value 2,2010/04/20 14:19:45.000,Variant 1,1,Variant 1,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 715,Assign seriousness,Value 16,2010/07/28 09:38:37.000,Variant 3,3,Variant 3,Value 1,Value 222,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
Case 715,Take in charge ticket,Value 16,2010/07/28 09:50:44.000,Variant 3,3,Variant 3,Value 1,Value 222,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
Case 715,Wait,Value 16,2010/07/28 09:51:16.000,Variant 3,3,Variant 3,Value 1,Value 222,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
Case 727,Assign seriousness,Value 19,2010/07/28 10:06:11.000,Variant 20,20,Variant 20,Value 1,Value 219,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
